Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
75,Udonis Haslem,PF,35,MIA,9,0,9.4,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,0.6,0.8,.714,1.2,2.2,3.4,0.4,0.0,0.1,0.8,1.4,2.3,2016
76,Spencer Hawes,PF,27,CHO,5,0,10.6,1.2,2.6,.462,0.2,0.8,.250,1.0,1.8,.556,.500,1.0,1.2,.833,0.6,2.6,3.2,0.6,0.2,0.4,0.8,1.0,3.6,2016
77,Gerald Henderson,SG,28,POR,11,0,21.3,2.7,7.5,.366,0.6,1.7,.368,2.1,5.7,.365,.409,0.8,1.1,.750,0.5,2.6,3.2,1.5,0.5,0.3,0.5,1.9,6.9,2016
78,George Hill,PG,29,IND,7,7,33.6,4.6,8.1,.561,1.9,3.9,.481,2.7,4.3,.633,.675,2.6,3.1,.818,0.9,1.9,2.7,2.1,0.9,0.1,1.1,2.3,13.6,2016
79,Jordan Hill,C,28,IND,5,0,3.0,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.4,0.8,1.2,0.4,0.0,0.0,0.0,0.2,0.0,2016
80,Solomon Hill,SF,24,IND,7,0,28.3,2.0,4.4,.452,1.6,2.7,.579,0.4,1.7,.250,.629,2.1,2.3,.938,0.7,3.3,4.0,1.1,0.3,0.0,0.4,2.9,7.7,2016
81,Kirk Hinrich,PG,35,ATL,6,0,4.5,0.3,1.2,.286,0.2,0.5,.333,0.2,0.7,.250,.357,0.0,0.0,,0.0,0.7,0.7,0.5,0.0,0.0,0.0,0.3,0.8,2016
82,John Holland,SF,27,BOS,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
83,Al Horford,C,29,ATL,10,10,32.7,5.4,11.6,.466,1.1,2.8,.393,4.3,8.8,.489,.513,1.5,1.6,.938,1.3,5.2,6.5,3.0,1.2,2.4,1.7,2.5,13.4,2016
84,Dwight Howard*,C,30,HOU,5,5,36.0,5.2,9.6,.542,0.0,0.2,.000,5.2,9.4,.553,.542,2.8,7.6,.368,5.2,8.8,14.0,1.6,0.8,1.4,2.4,4.2,13.2,2016
85,Josh Huestis,PF,24,OKC,2,0,5.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.5,1.5,2016
86,Kris Humphries,PF,30,ATL,4,0,14.0,3.3,7.0,.464,1.3,2.5,.500,2.0,4.5,.444,.554,1.5,1.5,1.000,2.0,4.0,6.0,1.0,0.5,1.3,0.5,2.3,9.3,2016
87,R.J. Hunter,SG,22,BOS,5,0,8.2,0.4,1.8,.222,0.2,1.0,.200,0.2,0.8,.250,.278,0.0,0.0,,0.2,1.0,1.2,0.6,0.0,0.2,0.2,0.6,1.0,2016
88,Serge Ibaka,PF,26,OKC,18,18,33.4,4.7,9.1,.521,1.7,3.8,.449,3.0,5.2,.574,.617,0.8,1.1,.750,1.3,5.0,6.3,0.6,0.8,1.3,0.5,2.8,12.0,2016
89,Andre Iguodala,SF,32,GSW,24,3,32.0,3.3,6.8,.476,1.0,2.7,.385,2.2,4.1,.535,.552,1.3,2.4,.561,1.5,2.9,4.4,3.8,1.2,0.4,1.0,1.5,8.9,2016
90,Kyrie Irving,PG,23,CLE,21,21,36.9,9.6,20.1,.475,2.4,5.5,.440,7.1,14.6,.489,.535,3.7,4.2,.875,0.7,2.2,3.0,4.7,1.7,0.6,2.3,2.2,25.2,2016
91,Reggie Jackson,PG,25,DET,4,4,36.8,6.3,13.8,.455,0.8,4.5,.167,5.5,9.3,.595,.482,1.0,1.0,1.000,0.5,2.8,3.3,9.3,1.5,0.5,2.5,2.5,14.3,2016
92,LeBron James,SF,31,CLE,21,21,39.1,10.4,19.9,.525,1.5,4.5,.340,8.9,15.4,.579,.564,3.9,5.9,.661,2.0,7.5,9.5,7.6,2.3,1.3,3.6,2.6,26.3,2016
93,Al Jefferson,C,31,CHO,7,5,24.0,6.0,11.9,.506,0.0,0.0,,6.0,11.9,.506,.506,1.3,1.9,.692,2.0,4.1,6.1,1.1,0.6,0.4,0.9,1.7,13.3,2016
94,Richard Jefferson,SF,35,CLE,21,2,18.1,2.1,4.0,.524,0.5,1.3,.393,1.6,2.7,.589,.589,0.7,1.0,.750,0.8,2.8,3.5,0.7,0.5,0.0,0.6,1.6,5.4,2016
95,Jonas Jerebko,PF,28,BOS,6,4,27.0,3.7,7.7,.478,1.2,3.7,.318,2.5,4.0,.625,.554,0.7,0.8,.800,1.2,5.7,6.8,1.7,0.3,0.7,0.8,2.5,9.2,2016
96,Amir Johnson,PF,28,BOS,6,6,22.3,3.7,5.5,.667,0.0,0.3,.000,3.7,5.2,.710,.667,1.2,1.5,.778,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5,2016
97,James Johnson,PF,28,TOR,10,0,9.8,1.2,2.5,.480,0.4,0.9,.444,0.8,1.6,.500,.560,0.2,0.3,.667,0.3,1.2,1.5,0.6,0.3,0.0,0.7,1.3,3.0,2016
98,Joe Johnson,SF,34,MIA,14,14,35.1,4.9,11.3,.430,0.9,3.3,.283,3.9,8.0,.491,.472,1.5,1.7,.875,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,2016
99,Stanley Johnson,SF,19,DET,4,0,20.3,3.0,5.8,.522,1.5,2.5,.600,1.5,3.3,.462,.652,0.5,0.5,1.000,0.0,4.0,4.0,0.0,0.3,0.0,0.8,2.5,8.0,2016
100,Tyler Johnson,SG,23,MIA,5,0,12.2,1.0,2.2,.455,0.6,1.2,.500,0.4,1.0,.400,.591,1.6,2.2,.727,0.4,1.0,1.4,1.6,0.2,0.0,0.4,1.6,4.2,2016
101,Wesley Johnson,SF,28,LAC,6,0,12.8,0.8,2.3,.357,0.5,1.5,.333,0.3,0.8,.400,.464,0.5,0.5,1.000,0.8,2.2,3.0,0.3,0.2,0.7,0.3,1.0,2.7,2016
102,Dahntay Jones,SF,35,CLE,15,0,3.3,0.4,0.9,.462,0.1,0.2,.333,0.3,0.7,.500,.500,0.3,0.3,.800,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.2,1.1,2016
103,James Jones,SF,35,CLE,12,0,4.6,0.2,0.8,.200,0.1,0.6,.143,0.1,0.3,.333,.250,0.1,0.3,.250,0.1,0.3,0.3,0.3,0.0,0.0,0.1,0.3,0.5,2016
104,DeAndre Jordan,C,27,LAC,6,6,33.0,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,3.7,9.8,.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,2016
105,Cory Joseph,SG,24,TOR,20,0,22.6,3.5,7.4,.466,0.4,1.2,.333,3.1,6.2,.492,.493,1.2,1.6,.750,0.6,1.5,2.1,2.4,0.9,0.1,1.1,2.4,8.5,2016
106,Chris Kaman,C,33,POR,4,0,8.0,1.8,4.5,.389,0.0,0.0,,1.8,4.5,.389,.389,0.0,0.0,,0.5,1.5,2.0,0.3,0.5,0.0,1.5,2.5,3.5,2016
107,Frank Kaminsky,C,22,CHO,7,5,27.1,2.0,6.6,.304,0.7,2.4,.294,1.3,4.1,.310,.359,2.4,3.0,.810,0.4,3.9,4.3,1.1,0.9,0.7,0.3,2.1,7.1,2016
108,Kyle Korver,SG,34,ATL,10,8,31.6,3.5,7.5,.467,2.4,5.4,.444,1.1,2.1,.524,.627,0.9,0.9,1.000,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,2016
109,Jeremy Lamb,SG,23,CHO,3,0,4.0,1.7,3.0,.556,0.3,0.3,1.000,1.3,2.7,.500,.611,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.0,3.7,2016
110,Ty Lawson,PG,28,IND,7,0,10.6,0.9,2.6,.333,0.0,0.4,.000,0.9,2.1,.400,.333,0.6,0.9,.667,0.1,0.9,1.0,1.4,0.4,0.0,0.9,1.1,2.3,2016
111,Courtney Lee,SG,30,CHO,7,7,36.7,3.0,7.3,.412,0.6,1.3,.444,2.4,6.0,.405,.451,2.0,2.1,.933,0.7,2.1,2.9,1.3,0.9,0.4,0.7,2.7,8.6,2016
112,David Lee,PF,32,DAL,2,0,16.5,3.0,4.0,.750,0.0,0.0,,3.0,4.0,.750,.750,0.0,0.0,,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,2016
113,Kawhi Leonard,SF,24,SAS,10,10,33.9,8.3,16.6,.500,1.7,3.9,.436,6.6,12.7,.520,.551,4.2,5.1,.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,2016
114,Damian Lillard,PG,25,POR,11,11,39.7,8.1,22.0,.368,3.8,9.7,.393,4.3,12.3,.348,.455,6.5,7.1,.910,1.1,3.2,4.3,6.3,1.3,0.3,3.0,2.1,26.5,2016
115,Jeremy Lin,SG,27,CHO,7,0,27.0,3.7,9.0,.413,0.4,2.0,.214,3.3,7.0,.469,.437,4.6,5.6,.821,0.4,1.9,2.3,2.6,0.7,0.0,1.6,3.0,12.4,2016
116,Shaun Livingston,PG,30,GSW,24,7,21.4,3.4,7.0,.488,0.0,0.0,.000,3.4,7.0,.491,.488,1.3,1.5,.865,0.5,2.6,3.2,3.3,0.5,0.2,1.2,2.0,8.2,2016
117,Kevin Love,PF,27,CLE,20,19,30.7,4.6,12.0,.385,2.3,5.6,.414,2.3,6.4,.359,.481,3.2,3.8,.840,1.7,7.1,8.8,2.1,0.5,0.4,1.4,1.7,14.7,2016
118,Kyle Lowry,PG,29,TOR,20,20,38.3,6.6,16.5,.397,2.1,6.9,.304,4.5,9.6,.464,.461,3.9,5.2,.750,0.9,3.8,4.7,6.0,1.6,0.2,3.2,3.7,19.1,2016
119,Ian Mahinmi,C,29,IND,7,7,24.6,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,2.1,3.6,.600,1.7,3.4,5.1,1.1,0.7,0.9,2.0,3.6,8.1,2016
120,Boban MarjanoviÄ,C,27,SAS,7,0,6.0,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,1.1,1.3,.889,0.6,1.4,2.0,0.4,0.0,0.3,0.4,1.4,3.4,2016
121,Jarell Martin,PF,21,MEM,2,0,23.0,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,1.5,3.0,.500,2.0,1.5,3.5,0.5,1.5,0.0,1.5,2.0,4.5,2016
122,Kevin Martin,SG,32,SAS,5,0,9.8,1.6,4.0,.400,0.8,1.6,.500,0.8,2.4,.333,.500,0.4,0.6,.667,0.0,0.8,0.8,0.6,0.2,0.0,1.2,1.0,4.4,2016
123,Wesley Matthews,SF,29,DAL,5,5,34.6,4.0,12.0,.333,2.0,7.0,.286,2.0,5.0,.400,.417,3.0,3.8,.789,0.8,2.8,3.6,1.2,1.2,0.0,0.8,2.8,13.0,2016
124,Luc Mbah a Moute,PF,29,LAC,5,5,15.6,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.2,0.2,1.000,0.4,1.6,2.0,0.2,0.6,0.0,0.4,1.8,1.8,2016
125,James Michael McAdoo,PF,23,GSW,8,0,4.8,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.1,0.5,.250,0.0,1.0,1.0,0.3,0.4,0.3,0.1,0.8,0.6,2016
126,CJ McCollum,SG,24,POR,11,11,40.2,7.6,17.9,.426,1.8,5.3,.345,5.8,12.6,.460,.477,3.4,4.2,.804,0.6,3.0,3.6,3.3,0.9,0.5,1.8,2.7,20.5,2016
127,K.J. McDaniels,SF,22,HOU,4,0,8.5,1.0,3.3,.308,0.3,0.8,.333,0.8,2.5,.300,.346,0.0,0.0,,0.3,1.5,1.8,0.3,0.0,0.8,0.0,0.8,2.3,2016
128,JaVale McGee,C,28,DAL,2,0,7.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,1.0,3.0,.333,1.0,0.5,1.5,0.0,0.5,0.0,1.5,1.5,2.0,2016
129,Jordan McRae,PG,24,CLE,2,0,2.0,2.0,2.0,1.000,0.5,0.5,1.000,1.5,1.5,1.000,1.125,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,2016
130,Josh McRoberts,PF,28,MIA,10,0,13.4,1.6,3.4,.471,0.0,0.7,.000,1.6,2.7,.593,.471,0.6,0.6,1.000,0.7,1.9,2.6,0.9,0.5,0.5,0.4,2.0,3.8,2016
131,Jodie Meeks,SG,28,DET,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2016
132,Salah Mejri,C,29,DAL,4,1,19.0,1.8,2.5,.700,0.0,0.0,,1.8,2.5,.700,.700,1.3,3.0,.417,1.3,2.0,3.3,0.3,0.8,1.3,0.0,2.8,4.8,2016
133,Jordan Mickey,PF,21,BOS,2,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,2.0,2016
134,C.J. Miles,SF,28,IND,7,0,13.1,1.4,5.4,.263,0.3,2.9,.100,1.1,2.6,.444,.289,0.3,0.4,.667,0.6,2.9,3.4,0.6,0.1,0.1,0.4,1.0,3.4,2016
135,Andre Miller,PG,39,SAS,5,0,7.0,0.6,1.4,.429,0.2,0.6,.333,0.4,0.8,.500,.500,0.4,0.4,1.000,0.4,0.6,1.0,1.4,0.0,0.0,0.0,0.8,1.8,2016
136,Patty Mills,PG,27,SAS,10,0,16.7,2.3,5.3,.434,1.3,3.6,.361,1.0,1.7,.588,.557,0.7,1.1,.636,0.0,1.4,1.4,2.0,0.7,0.0,0.8,0.3,6.6,2016
137,Paul Millsap,PF,30,ATL,10,10,36.5,5.9,13.7,.431,0.8,3.3,.242,5.1,10.4,.490,.460,4.1,5.5,.745,2.8,6.6,9.4,2.7,1.3,2.3,2.6,2.9,16.7,2016
138,Nazr Mohammed,C,38,OKC,5,0,2.0,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,.500,0.0,0.0,,0.2,0.4,0.6,0.0,0.0,0.2,0.2,0.2,0.4,2016
139,Luis Montero,SG,22,POR,6,0,1.3,0.5,0.5,1.000,0.3,0.3,1.000,0.2,0.2,1.000,1.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,2016
140,Marcus Morris,SF,26,DET,4,4,36.0,5.5,11.8,.468,1.8,4.5,.389,3.8,7.3,.517,.543,5.0,5.8,.870,0.5,2.8,3.3,2.5,0.5,0.0,1.3,4.3,17.8,2016
141,Anthony Morrow,SG,30,OKC,14,0,5.4,0.8,1.7,.458,0.4,1.0,.357,0.4,0.7,.600,.563,0.7,0.7,1.000,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.4,2.6,2016
142,Donatas MotiejÅ«nas,PF,25,HOU,5,4,19.6,3.2,7.4,.432,0.8,1.8,.444,2.4,5.6,.429,.486,1.6,3.4,.471,2.0,3.2,5.2,1.0,0.8,0.4,2.4,2.2,8.8,2016
143,Timofey Mozgov,C,29,CLE,13,0,5.8,0.5,1.2,.400,0.0,0.0,,0.5,1.2,.400,.400,0.2,0.3,.750,0.4,1.2,1.6,0.2,0.2,0.2,0.6,1.2,1.2,2016
144,Xavier Munford,SG,23,MEM,4,0,22.3,2.3,7.0,.321,0.3,2.0,.125,2.0,5.0,.400,.339,0.0,0.5,.000,0.3,2.0,2.3,2.5,1.5,0.8,1.3,2.0,4.8,2016
145,Mike Muscala,C,24,ATL,9,0,7.4,1.1,2.2,.500,0.2,0.7,.333,0.9,1.6,.571,.550,0.2,0.2,1.000,0.8,1.1,1.9,0.3,0.0,0.1,0.3,0.7,2.7,2016
146,Lucas Nogueira,C,23,TOR,5,0,5.8,0.6,0.8,.750,0.0,0.0,,0.6,0.8,.750,.750,0.0,0.0,,0.2,1.4,1.6,0.0,0.0,0.0,0.0,0.6,1.2,2016
147,Dirk Nowitzki*,PF,37,DAL,5,5,34.0,8.2,16.6,.494,0.8,2.2,.364,7.4,14.4,.514,.518,3.2,3.4,.941,0.6,4.2,4.8,1.6,0.4,0.6,1.4,1.8,20.4,2016
148,Kelly Olynyk,C,24,BOS,4,0,8.0,0.3,2.3,.111,0.0,0.8,.000,0.3,1.5,.167,.111,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,1.0,1.3,0.5,2016
149,Zaza Pachulia,C,31,DAL,5,4,22.4,1.8,4.8,.375,0.0,0.0,,1.8,4.8,.375,.375,3.0,3.4,.882,2.0,3.4,5.4,3.2,0.6,0.2,0.4,2.6,6.6,2016
150,Tony Parker*,PG,33,SAS,10,10,26.4,4.4,9.8,.449,0.4,1.6,.250,4.0,8.2,.488,.469,1.2,1.4,.857,0.1,2.1,2.2,5.3,0.6,0.2,1.8,1.5,10.4,2016
151,Lamar Patterson,SG,24,ATL,4,0,5.0,0.5,1.8,.286,0.3,0.8,.333,0.3,1.0,.250,.357,0.3,0.3,1.000,0.0,1.3,1.3,0.8,0.3,0.0,1.0,0.3,1.5,2016
152,Patrick Patterson,PF,26,TOR,20,9,29.2,2.8,6.8,.404,1.1,3.5,.300,1.7,3.3,.515,.482,1.1,1.3,.846,1.5,2.4,3.9,1.2,0.4,0.5,0.9,1.6,7.7,2016
153,Chris Paul,PG,30,LAC,4,4,31.3,9.3,19.0,.487,1.5,5.0,.300,7.8,14.0,.554,.526,3.8,3.8,1.000,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8,2016
154,Cameron Payne,PG,21,OKC,10,0,6.4,0.7,2.6,.269,0.2,1.0,.200,0.5,1.6,.313,.308,0.2,0.4,.500,0.0,0.4,0.4,0.8,0.2,0.2,0.8,0.7,1.8,2016
155,Paul Pierce*,SF,38,LAC,5,1,10.8,0.4,2.4,.167,0.2,1.0,.200,0.2,1.4,.143,.208,0.2,0.8,.250,0.0,1.2,1.2,0.2,0.4,0.0,0.4,1.2,1.2,2016
156,Mason Plumlee,C,25,POR,11,11,27.8,2.5,6.4,.400,0.0,0.0,,2.5,6.4,.400,.400,1.9,3.0,.636,3.4,8.5,11.8,4.8,0.6,1.0,2.3,3.8,7.0,2016
157,Dwight Powell,PF,24,DAL,4,0,16.0,2.3,4.8,.474,0.0,0.3,.000,2.3,4.5,.500,.474,1.5,2.8,.545,2.3,2.0,4.3,1.0,0.3,0.0,0.3,1.3,6.0,2016
158,Norman Powell,SG,22,TOR,18,3,11.4,1.5,3.9,.386,0.4,1.4,.269,1.1,2.4,.455,.436,0.4,0.4,.875,0.2,1.3,1.5,0.3,0.7,0.1,0.3,1.0,3.8,2016
159,Pablo Prigioni,PG,38,LAC,5,0,5.2,0.0,1.0,.000,0.0,0.4,.000,0.0,0.6,.000,.000,0.0,0.0,,0.4,0.2,0.6,1.4,0.0,0.0,0.6,1.6,0.0,2016
160,Zach Randolph,PF,34,MEM,4,4,30.0,5.8,15.5,.371,0.0,0.0,,5.8,15.5,.371,.371,1.5,1.8,.857,3.8,5.0,8.8,1.8,0.3,0.0,1.8,2.5,13.0,2016
161,JJ Redick,SG,31,LAC,6,6,27.7,5.7,13.2,.430,1.8,5.2,.355,3.8,8.0,.479,.500,0.3,0.5,.667,0.2,1.8,2.0,0.8,0.2,0.2,0.8,1.8,13.5,2016
162,Josh Richardson,SG,22,MIA,14,0,27.6,2.4,6.4,.371,1.2,3.3,.370,1.1,3.1,.372,.466,0.7,1.0,.714,0.7,2.9,3.6,1.6,0.4,0.9,0.9,2.6,6.6,2016
163,Austin Rivers,SG,23,LAC,6,2,24.0,4.3,10.2,.426,0.7,2.8,.235,3.7,7.3,.500,.459,1.0,1.5,.667,0.7,2.0,2.7,2.7,0.5,0.0,1.2,2.0,10.3,2016
164,Andre Roberson,SG,24,OKC,18,18,26.2,2.2,4.8,.465,0.7,2.1,.324,1.6,2.7,.571,.535,0.4,1.1,.400,1.4,4.2,5.6,0.8,1.3,1.1,0.6,2.5,5.6,2016
165,Brian Roberts,PG,30,POR,10,0,3.6,0.2,0.9,.222,0.0,0.4,.000,0.2,0.5,.400,.222,0.4,0.6,.667,0.1,0.0,0.1,0.3,0.0,0.0,0.1,0.5,0.8,2016
166,Glenn Robinson III,SF,22,IND,4,0,2.5,0.8,1.0,.750,0.0,0.0,,0.8,1.0,.750,.750,0.3,0.3,1.000,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.8,2016
167,Terrence Ross,SF,24,TOR,20,0,16.8,2.3,6.0,.387,1.1,3.2,.328,1.3,2.8,.455,.475,0.7,1.0,.650,0.2,1.4,1.6,0.6,0.7,0.3,0.8,1.4,6.3,2016
168,Terry Rozier,PG,21,BOS,5,0,19.8,1.8,4.6,.391,0.8,2.2,.364,1.0,2.4,.417,.478,0.4,0.4,1.000,0.6,2.8,3.4,1.2,0.2,0.6,0.4,1.0,4.8,2016
169,Brandon Rush,SG,30,GSW,14,0,7.9,0.6,1.4,.450,0.3,0.9,.333,0.4,0.6,.625,.550,0.1,0.1,.500,0.0,1.6,1.6,0.2,0.1,0.1,0.1,0.6,1.6,2016
170,Dennis SchrÃ¶der,PG,22,ATL,10,0,19.1,4.7,10.4,.452,1.2,3.5,.343,3.5,6.9,.507,.510,1.1,1.3,.846,0.6,1.3,1.9,3.6,0.4,0.1,2.1,2.4,11.7,2016
171,Luis Scola,PF,35,TOR,11,9,12.7,0.7,2.8,.258,0.4,1.9,.190,0.4,0.9,.400,.323,0.7,1.0,.727,0.2,1.5,1.6,0.6,0.3,0.0,0.5,2.0,2.5,2016
172,Mike Scott,PF,27,ATL,10,0,16.1,2.5,4.0,.625,0.8,1.6,.500,1.7,2.4,.708,.725,0.7,0.8,.875,0.5,2.7,3.2,0.5,0.3,0.3,0.8,2.0,6.5,2016
173,Thabo Sefolosha,SF,31,ATL,10,2,20.3,2.2,4.6,.478,0.7,1.9,.368,1.5,2.7,.556,.554,0.8,1.5,.533,0.8,3.3,4.1,1.7,1.0,0.6,1.0,1.7,5.9,2016
174,Iman Shumpert,SG,25,CLE,21,0,17.5,1.2,2.9,.417,0.6,1.6,.382,0.6,1.2,.462,.525,0.3,0.5,.636,0.5,1.8,2.2,0.8,0.5,0.1,0.6,1.7,3.3,2016
175,Jonathon Simmons,SG,26,SAS,3,0,8.7,1.3,3.3,.400,0.7,1.0,.667,0.7,2.3,.286,.500,0.3,0.7,.500,1.0,0.3,1.3,0.7,0.7,0.0,0.3,1.3,3.7,2016
176,Kyle Singler,SF,27,OKC,6,0,8.5,0.5,1.5,.333,0.3,0.7,.500,0.2,0.8,.200,.444,0.0,0.3,.000,0.2,1.0,1.2,0.0,0.2,0.0,0.0,0.7,1.3,2016
177,Marcus Smart,PG,21,BOS,6,1,32.2,3.7,10.0,.367,1.8,5.3,.344,1.8,4.7,.393,.458,2.8,3.5,.810,1.3,3.2,4.5,3.0,1.7,0.8,2.5,2.8,12.0,2016
178,J.R. Smith,SG,30,CLE,21,21,34.8,3.9,9.0,.436,3.1,7.2,.430,0.8,1.8,.459,.609,0.6,1.0,.619,0.3,2.9,3.2,1.4,1.2,0.2,0.5,2.6,11.5,2016
179,Josh Smith,PF,30,HOU,4,0,9.5,1.5,3.3,.462,1.0,2.0,.500,0.5,1.3,.400,.615,0.0,0.5,.000,0.3,0.3,0.5,1.0,0.3,0.3,1.3,1.8,4.0,2016
180,Marreese Speights,C,28,GSW,24,0,8.4,1.9,4.9,.390,0.8,1.8,.419,1.2,3.1,.373,.466,1.0,1.3,.774,0.6,1.3,2.0,0.5,0.1,0.3,0.8,1.8,5.6,2016
181,Lance Stephenson,SF,25,MEM,4,0,23.8,5.8,11.0,.523,0.5,1.3,.400,5.3,9.8,.538,.545,1.0,1.3,.800,0.3,1.3,1.5,1.8,0.3,0.0,0.8,2.5,13.0,2016
182,Amar'e Stoudemire,C,33,MIA,9,2,9.1,1.2,2.1,.579,0.0,0.0,,1.2,2.1,.579,.579,0.9,0.9,1.000,0.3,1.1,1.4,0.0,0.6,0.3,1.0,1.6,3.3,2016
183,Rodney Stuckey,PG,29,IND,7,0,17.9,2.4,6.1,.395,0.7,1.4,.500,1.7,4.7,.364,.453,0.7,1.3,.556,0.1,2.0,2.1,2.0,0.6,0.1,0.9,1.3,6.3,2016
184,Jared Sullinger,PF,23,BOS,6,2,13.5,2.2,7.0,.310,0.3,0.7,.500,1.8,6.3,.289,.333,0.5,0.7,.750,1.7,2.8,4.5,1.2,0.2,0.0,1.0,2.7,5.2,2016
185,Jeff Teague,PG,27,ATL,10,10,27.9,4.6,12.1,.380,0.9,3.6,.250,3.7,8.5,.435,.417,4.4,5.2,.846,0.3,1.6,1.9,6.2,0.6,0.2,2.5,3.0,14.5,2016
186,Jason Terry,SG,38,HOU,5,0,24.8,2.6,7.6,.342,1.2,3.8,.316,1.4,3.8,.368,.421,0.6,0.6,1.000,0.2,2.0,2.2,1.2,0.4,0.2,0.6,2.6,7.0,2016
187,Isaiah Thomas,PG,26,BOS,6,6,36.7,7.8,19.8,.395,2.2,7.7,.283,5.7,12.2,.466,.450,6.3,7.8,.809,0.3,2.7,3.0,5.0,0.7,0.8,2.3,3.0,24.2,2016
188,Jason Thompson,C,29,TOR,10,0,5.5,0.4,0.9,.444,0.0,0.1,.000,0.4,0.8,.500,.444,0.0,0.3,.000,0.6,0.5,1.1,0.1,0.0,0.1,0.1,0.6,0.8,2016
189,Klay Thompson,SG,25,GSW,24,24,35.4,8.4,18.9,.444,4.1,9.6,.424,4.3,9.3,.464,.552,3.4,4.0,.854,0.6,3.0,3.7,2.3,1.1,0.4,2.0,2.2,24.3,2016
190,Tristan Thompson,PF,24,CLE,21,21,29.6,2.3,4.4,.527,0.0,0.0,,2.3,4.4,.527,.527,2.0,3.5,.575,4.1,4.9,9.0,0.7,0.4,0.9,0.8,2.6,6.7,2016
191,Anthony Tolliver,PF,30,DET,3,0,8.7,0.7,1.3,.500,0.0,0.7,.000,0.7,0.7,1.000,.500,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.3,0.0,0.0,1.3,2016
192,Evan Turner,SG,27,BOS,6,4,35.7,5.2,14.2,.365,0.5,2.3,.214,4.7,11.8,.394,.382,2.3,3.0,.778,1.3,4.3,5.7,4.5,1.3,1.0,2.8,3.2,13.2,2016
193,Myles Turner,C,19,IND,7,4,28.1,4.7,10.1,.465,0.0,0.3,.000,4.7,9.9,.478,.465,0.9,1.3,.667,2.3,4.1,6.4,0.4,0.3,3.3,1.7,3.4,10.3,2016
194,Jonas ValanÄiÅ«nas,C,23,TOR,12,10,26.8,5.7,10.0,.567,0.0,0.0,,5.7,10.0,.567,.567,2.4,3.3,.744,4.0,6.8,10.8,0.9,0.8,1.2,1.5,2.7,13.8,2016
195,Anderson VarejÃ£o,C,33,GSW,17,0,5.5,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.6,1.1,.526,0.7,0.5,1.2,0.8,0.1,0.1,0.1,1.0,1.2,2016
196,Charlie Villanueva,PF,31,DAL,4,0,5.0,0.8,3.0,.250,0.3,1.3,.200,0.5,1.8,.286,.292,0.5,0.5,1.000,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.5,2.3,2016
197,Noah Vonleh,PF,20,POR,6,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.2,0.5,0.7,0.3,0.3,0.0,0.0,0.2,0.0,2016
